CustomerID,FirstName,LastName,Email,Product,PurchaseDate,Amount
366,John,Johnson,john.johnson@example.com,Headphones,2024-06-09,1492.51
367,Laura,Garcia,laura.garcia@example.com,Tablet,2024-06-11,408.53
368,Chris,Garcia,chris.garcia@example.com,Smartwatch,2024-06-14,457.86
369,Chris,Smith,chris.smith@example.com,Laptop,2024-06-16,1488.58
370,Tom,Williams,tom.williams@example.com,Smartwatch,2024-06-18,396.71
371,Maria,Martinez,maria.martinez@example.com,Laptop,2024-06-21,545.67
372,Anna,Rodriguez,anna.rodriguez@example.com,Smartphone,2024-06-23,1930.36
373,Maria,Jones,maria.jones@example.com,Laptop,2024-06-26,585.08
374,Alex,Miller,alex.miller@example.com,Headphones,2024-06-28,1357.1
375,Tom,Brown,tom.brown@example.com,Tablet,2024-07-01,1959.4
376,Laura,Martinez,laura.martinez@example.com,Smartphone,2024-07-03,811.16
377,Maria,Johnson,maria.johnson@example.com,Laptop,2024-07-05,133.28
378,Jane,Garcia,jane.garcia@example.com,Smartwatch,2024-07-08,563.88
379,Sophia,Miller,sophia.miller@example.com,Smartphone,2024-07-10,1678.67
380,Alex,Jones,alex.jones@example.com,Smartphone,2024-07-13,1742.76
381,John,Rodriguez,john.rodriguez@example.com,Laptop,2024-07-15,1560.19
382,Laura,Smith,laura.smith@example.com,Smartphone,2024-07-18,314.91
383,Alex,Jones,alex.jones@example.com,Smartwatch,2024-07-20,1611.47
384,Sophia,Miller,sophia.miller@example.com,Smartphone,2024-07-23,1845.49
385,Tom,Jones,tom.jones@example.com,Smartwatch,2024-07-25,1241.16
386,Sophia,Miller,sophia.miller@example.com,Laptop,2024-07-27,1887.66
387,Chris,Miller,chris.miller@example.com,Tablet,2024-07-30,1670.99
388,Sophia,Davis,sophia.davis@example.com,Smartphone,2024-08-01,1367.25
389,Chris,Brown,chris.brown@example.com,Tablet,2024-08-04,1196.65
390,Tom,Garcia,tom.garcia@example.com,Smartwatch,2024-08-06,762.29
391,Mike,Davis,mike.davis@example.com,Smartphone,2024-08-09,402.65
392,Chris,Rodriguez,chris.rodriguez@example.com,Headphones,2024-08-11,1249.41
393,John,Davis,john.davis@example.com,Tablet,2024-08-13,704.41
394,Sophia,Williams,sophia.williams@example.com,Smartphone,2024-08-16,1746.23
395,Sophia,Williams,sophia.williams@example.com,Tablet,2024-08-18,1987.34
396,John,Garcia,john.garcia@example.com,Smartphone,2024-08-21,1529.61
397,Jane,Jones,jane.jones@example.com,Laptop,2024-08-23,271.92
398,Anna,Brown,anna.brown@example.com,Tablet,2024-08-26,648.5
399,Mike,Garcia,mike.garcia@example.com,Headphones,2024-08-28,307.31
400,Laura,Miller,laura.miller@example.com,Headphones,2024-08-31,1335.97
401,Chris,Johnson,chris.johnson@example.com,Smartwatch,2024-09-02,1553.86
402,John,Brown,john.brown@example.com,Smartphone,2024-09-04,1858.78
403,Tom,Brown,tom.brown@example.com,Tablet,2024-09-07,932.53
404,Chris,Miller,chris.miller@example.com,Smartwatch,2024-09-09,1812.61
405,Anna,Miller,anna.miller@example.com,Tablet,2024-09-12,1767.99
406,Tom,Smith,tom.smith@example.com,Smartphone,2024-09-14,702.67
407,Alex,Garcia,alex.garcia@example.com,Headphones,2024-09-17,1750.91
408,Sophia,Miller,sophia.miller@example.com,Laptop,2024-09-19,813.78
409,Alex,Williams,alex.williams@example.com,Headphones,2024-09-22,664.05
410,Chris,Rodriguez,chris.rodriguez@example.com,Smartwatch,2024-09-24,1333.24
411,Anna,Johnson,anna.johnson@example.com,Laptop,2024-09-26,723.92
412,Mike,Garcia,mike.garcia@example.com,Smartwatch,2024-09-29,1297.4
413,Chris,Martinez,chris.martinez@example.com,Smartphone,2024-10-01,1258.68
414,John,Williams,john.williams@example.com,Laptop,2024-10-04,1170.53
415,Maria,Jones,maria.jones@example.com,Smartwatch,2024-10-06,822.8
416,Chris,Miller,chris.miller@example.com,Smartphone,2024-10-09,1142.15
417,Sophia,Martinez,sophia.martinez@example.com,Headphones,2024-10-11,1233.32
418,Sophia,Miller,sophia.miller@example.com,Smartphone,2024-10-13,1136.81
419,Chris,Brown,chris.brown@example.com,Tablet,2024-10-16,944.4
420,Tom,Williams,tom.williams@example.com,Smartphone,2024-10-18,127.87
421,Maria,Brown,maria.brown@example.com,Smartphone,2024-10-21,1215.42
422,John,Smith,john.smith@example.com,Tablet,2024-10-23,420.04
423,Chris,Brown,chris.brown@example.com,Smartwatch,2024-10-26,1320.89
424,Tom,Smith,tom.smith@example.com,Smartwatch,2024-10-28,1542.75
425,Sophia,Smith,sophia.smith@example.com,Smartphone,2024-10-31,1050.85
426,Sophia,Martinez,sophia.martinez@example.com,Tablet,2024-11-02,1130.49
427,Anna,Miller,anna.miller@example.com,Tablet,2024-11-04,1907.81
428,Chris,Jones,chris.jones@example.com,Headphones,2024-11-07,1709.62
429,Maria,Brown,maria.brown@example.com,Smartwatch,2024-11-09,1837.05
430,Jane,Williams,jane.williams@example.com,Laptop,2024-11-12,1646.16
431,Maria,Smith,maria.smith@example.com,Smartwatch,2024-11-14,306.94
432,Sophia,Miller,sophia.miller@example.com,Smartwatch,2024-11-17,383.08
433,Sophia,Johnson,sophia.johnson@example.com,Headphones,2024-11-19,1100.59
434,Alex,Garcia,alex.garcia@example.com,Laptop,2024-11-21,567.53
435,Sophia,Martinez,sophia.martinez@example.com,Headphones,2024-11-24,1005.72
436,John,Jones,john.jones@example.com,Laptop,2024-11-26,849.29
437,Laura,Davis,laura.davis@example.com,Smartphone,2024-11-29,1143.89
438,Chris,Martinez,chris.martinez@example.com,Laptop,2024-12-01,1519.06
439,Maria,Johnson,maria.johnson@example.com,Headphones,2024-12-04,1459.43
440,Laura,Garcia,laura.garcia@example.com,Smartwatch,2024-12-06,1090.34
441,Tom,Johnson,tom.johnson@example.com,Laptop,2024-12-09,1662.55
442,Jane,Brown,jane.brown@example.com,Laptop,2024-12-11,918.64
443,John,Smith,john.smith@example.com,Tablet,2024-12-13,1803.76
444,Maria,Jones,maria.jones@example.com,Smartwatch,2024-12-16,235.43
445,Laura,Rodriguez,laura.rodriguez@example.com,Smartphone,2024-12-18,1913.85
446,Jane,Smith,jane.smith@example.com,Headphones,2024-12-21,1343.92
447,Alex,Rodriguez,alex.rodriguez@example.com,Smartphone,2024-12-23,822.14
448,John,Garcia,john.garcia@example.com,Smartwatch,2024-12-26,474.59
449,John,Miller,john.miller@example.com,Laptop,2024-12-28,1010.45
450,Alex,Davis,alex.davis@example.com,Laptop,2024-12-31,469.66
